Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Curation Report
4,HA,MN229959,Yes,1752,H1N1,05/22/2019,IRD:Human,USA,Minnesota,18-19,A/Minnesota/40/2019,Pass
4,HA,MN229943,Yes,1753,H1N1,05/22/2019,IRD:Human,USA,Hawaii,18-19,A/Hawaii/40/2019,Pass
4,HA,MN230063,Yes,1752,H1N1,05/22/2019,IRD:Human,USA,Tennessee,18-19,A/Tennessee/70/2019,Pass
4,HA,MN552702,Yes,1752,H1N1,05/22/2019,IRD:Human,USA,California,18-19,A/California/143/2019,Pass
4,HA,MN229767,Yes,1752,H1N1,05/22/2019,IRD:Human,USA,California,18-19,A/California/143/2019,Pass
4,HA,MN229783,Yes,1752,H1N1,05/28/2019,IRD:Human,USA,California,18-19,A/California/146/2019,Pass
4,HA,MN552710,Yes,1752,H1N1,05/28/2019,IRD:Human,USA,California,18-19,A/California/144/2019,Pass
4,HA,MN552718,Yes,1752,H1N1,05/28/2019,IRD:Human,USA,California,18-19,A/California/146/2019,Pass
4,HA,MN229775,Yes,1752,H1N1,05/28/2019,IRD:Human,USA,California,18-19,A/California/144/2019,Pass
4,HA,MN318882,Yes,1752,H1N1,05/28/2019,IRD:Human,USA,Hawaii,18-19,A/Hawaii/44/2019,Pass
4,HA,MN552726,Yes,1752,H1N1,05/29/2019,IRD:Human,USA,California,18-19,A/California/147/2019,Pass
4,HA,MN245903,Yes,1701,H1N1,05/29/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/9816/2019,Pass
4,HA,MN229791,Yes,1752,H1N1,05/29/2019,IRD:Human,USA,California,18-19,A/California/147/2019,Pass
4,HA,MN229815,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,California,-N/A-,A/California/150/2019,Pass
4,HA,MN552742,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,California,-N/A-,A/California/150/2019,Pass
4,HA,MN318890,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/45/2019,Pass
4,HA,MN229807,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,California,-N/A-,A/California/149/2019,Pass
4,HA,MN229799,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,California,-N/A-,A/California/148/2019,Pass
4,HA,MN229823,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,California,-N/A-,A/California/151/2019,Pass
4,HA,MN229831,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,California,-N/A-,A/California/152/2019,Pass
4,HA,MN552734,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,California,-N/A-,A/California/148/2019,Pass
4,HA,MN318858,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,District of Columbia,-N/A-,A/District Of Columbia/36/2019,Pass
4,HA,MN552750,Yes,1752,H1N1,4-6-2019,IRD:Human,USA,California,-N/A-,A/California/151/2019,Pass
4,HA,MN318866,Yes,1752,H1N1,5-6-2019,IRD:Human,USA,Florida,-N/A-,A/Florida/74/2019,Pass
4,HA,MN519378,Yes,1701,H1N1,6-6-2019,IRD:Human,USA,Texas,-N/A-,A/Texas/9845/2019,Pass
4,HA,MN318874,Yes,1752,H1N1,6-6-2019,IRD:Human,USA,Florida,-N/A-,A/Florida/75/2019,Pass
4,HA,MN371769,Yes,1752,H1N1,7-6-2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/47/2019,Pass
4,HA,MN229967,Yes,1752,H1N1,7-6-2019,IRD:Human,USA,Nebraska,-N/A-,A/Nebraska/08/2019,Pass
4,HA,MN318906,Yes,1752,H1N1,7-6-2019,IRD:Human,USA,Michigan,-N/A-,A/Michigan/385/2019,Pass
4,HA,MN229975,Yes,1752,H1N1,8-6-2019,IRD:Human,USA,Nebraska,-N/A-,A/Nebraska/09/2019,Pass
4,HA,MN318914,Yes,1752,H1N1,9-6-2019,IRD:Human,USA,Minnesota,-N/A-,A/Minnesota/43/2019,Pass
4,HA,MN318938,Yes,1752,H1N1,10-6-2019,IRD:Human,USA,Pennsylvania,-N/A-,A/Pennsylvania/944/2019,Pass
4,HA,MN371793,Yes,1752,H1N1,10-6-2019,IRD:Human,USA,Vermont,-N/A-,A/Vermont/23/2019,Pass
4,HA,MN318802,No,1752,H1N1,12-6-2019,IRD:Human,USA,Michigan,-N/A-,A/Michigan/386/2019,Pass
4,HA,MN371777,Yes,1752,H1N1,06/13/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/49/2019,Pass
4,HA,MN318810,Yes,1752,H1N1,06/14/2019,IRD:Human,USA,California,-N/A-,A/California/153/2019,Pass
4,HA,MN318818,Yes,1752,H1N1,06/14/2019,IRD:Human,USA,California,-N/A-,A/California/154/2019,Pass
4,HA,MN318842,Yes,1752,H1N1,06/15/2019,IRD:Human,USA,California,-N/A-,A/California/157/2019,Pass
4,HA,MN318834,Yes,1752,H1N1,06/15/2019,IRD:Human,USA,California,-N/A-,A/California/156/2019,Pass
4,HA,MN318850,Yes,1752,H1N1,06/15/2019,IRD:Human,USA,California,-N/A-,A/California/158/2019,Pass
4,HA,MN318826,Yes,1752,H1N1,06/15/2019,IRD:Human,USA,California,-N/A-,A/California/155/2019,Pass
4,HA,MN371753,Yes,1752,H1N1,06/17/2019,IRD:Human,USA,Florida,-N/A-,A/Florida/76/2019,Pass
4,HA,MN423091,Yes,1752,H1N1,06/20/2019,IRD:Human,USA,New Mexico,-N/A-,A/New Mexico/33/2019,Pass
4,HA,MN423083,Yes,1752,H1N1,06/21/2019,IRD:Human,USA,New Hampshire,-N/A-,A/New Hampshire/30/2019,Pass
4,HA,MN371761,Yes,1752,H1N1,06/23/2019,IRD:Human,USA,Florida,-N/A-,A/Florida/77/2019,Pass
4,HA,MN371785,Yes,1752,H1N1,06/24/2019,IRD:Human,USA,Maryland,-N/A-,A/Maryland/29/2019,Pass
4,HA,MN318930,Yes,1753,H1N1,06/25/2019,IRD:Human,USA,Ohio,-N/A-,A/Ohio/22/2019,Pass
4,HA,MN371744,Yes,1753,H1N1,06/25/2019,IRD:Human,USA,Arizona,-N/A-,A/Arizona/30/2019,Pass
4,HA,MN423003,Yes,1743,H1N1,06/28/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/52/2019,Pass
4,HA,MN422979,Yes,1752,H1N1,06/30/2019,IRD:Human,USA,Florida,-N/A-,A/Florida/81/2019,Pass
4,HA,MN423102,Yes,1752,H1N1,2-7-2019,IRD:Human,USA,Ohio,-N/A-,A/Ohio/23/2019,Pass
4,HA,MN423043,Yes,1752,H1N1,3-7-2019,IRD:Human,USA,Michigan,-N/A-,A/Michigan/389/2019,Pass
4,HA,MN423011,Yes,1752,H1N1,7-7-2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/54/2019,Pass
4,HA,MN423110,Yes,1752,H1N1,7-7-2019,IRD:Human,USA,Ohio,-N/A-,A/Ohio/25/2019,Pass
4,HA,MN423075,Yes,1752,H1N1,11-7-2019,IRD:Human,USA,Montana,-N/A-,A/Montana/37/2019,Pass
4,HA,MN947849,Yes,1752,H1N1,11-7-2019,IRD:Human,USA,Arizona,-N/A-,A/Arizona/32/2019,Pass
4,HA,MN638246,Yes,1752,H1N1,11-7-2019,IRD:Human,USA,Arizona,-N/A-,A/Arizona/32/2019,Pass
4,HA,MN507252,Yes,1752,H1N1,12-7-2019,IRD:Human,USA,California,-N/A-,A/California/160/2019,Pass
4,HA,MN422987,Yes,1752,H1N1,07/14/2019,IRD:Human,USA,Florida,-N/A-,A/Florida/82/2019,Pass
4,HA,MN507276,Yes,1752,H1N1,07/14/2019,IRD:Human,USA,North Dakota,-N/A-,A/North Dakota/26/2019,Pass
4,HA,MN552803,Yes,1752,H1N1,07/15/2019,IRD:Human,USA,Florida,-N/A-,A/Florida/83/2019,Pass
4,HA,MN507260,Yes,1752,H1N1,07/17/2019,IRD:Human,USA,Delaware,-N/A-,A/Delaware/43/2019,Pass
4,HA,MN507244,Yes,1752,H1N1,07/18/2019,IRD:Human,USA,Alaska,-N/A-,A/Alaska/34/2019,Pass
4,HA,MN552835,Yes,1753,H1N1,07/18/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/55/2019,Pass
4,HA,MN552867,Yes,1753,H1N1,07/19/2019,IRD:Human,USA,Michigan,-N/A-,A/Michigan/432/2019,Pass
4,HA,MN507268,Yes,1752,H1N1,07/21/2019,IRD:Human,USA,District of Columbia,-N/A-,A/District Of Columbia/38/2019,Pass
4,HA,MN947967,Yes,1752,H1N1,07/22/2019,IRD:Human,USA,West Virginia,-N/A-,A/West Virginia/38/2019,Pass
4,HA,MN507284,Yes,1752,H1N1,07/22/2019,IRD:Human,USA,West Virginia,-N/A-,A/West Virginia/38/2019,Pass
4,HA,MN552979,Yes,1752,H1N1,07/22/2019,IRD:Human,USA,Texas,-N/A-,A/Texas/359/2019,Pass
4,HA,MN552811,Yes,1752,H1N1,07/24/2019,IRD:Human,USA,Florida,-N/A-,A/Florida/84/2019,Pass
4,HA,MN638254,Yes,1752,H1N1,07/24/2019,IRD:Human,USA,Arizona,-N/A-,A/Arizona/33/2019,Pass
4,HA,MN947857,Yes,1752,H1N1,07/24/2019,IRD:Human,USA,Arizona,-N/A-,A/Arizona/33/2019,Pass
4,HA,MN552843,Yes,1753,H1N1,07/25/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/56/2019,Pass
4,HA,MN552971,Yes,1752,H1N1,07/27/2019,IRD:Human,USA,Tennessee,-N/A-,A/Tennessee/77/2019,Pass
4,HA,MN552987,Yes,1752,H1N1,07/28/2019,IRD:Human,USA,Texas,-N/A-,A/Texas/360/2019,Pass
4,HA,MN552915,Yes,1752,H1N1,07/29/2019,IRD:Human,USA,North Carolina,-N/A-,A/North Carolina/25/2019,Pass
4,HA,MN947873,Yes,1752,H1N1,07/31/2019,IRD:Human,USA,Florida,-N/A-,A/Florida/89/2019,Pass
4,HA,MN552995,Yes,1752,H1N1,07/31/2019,IRD:Human,USA,Utah,-N/A-,A/Utah/38/2019,Pass
4,HA,MN552923,Yes,1752,H1N1,07/31/2019,IRD:Human,USA,Ohio,-N/A-,A/Ohio/27/2019,Pass
4,HA,MN552755,Yes,1752,H1N1,2-8-2019,IRD:Human,USA,California,-N/A-,A/California/163/2019,Pass
4,HA,MN552819,Yes,1752,H1N1,4-8-2019,IRD:Human,USA,Florida,-N/A-,A/Florida/88/2019,Pass
4,HA,MN553003,Yes,1752,H1N1,5-8-2019,IRD:Human,USA,Utah,-N/A-,A/Utah/39/2019,Pass
4,HA,MN552851,Yes,1752,H1N1,11-8-2019,IRD:Human,USA,Iowa,-N/A-,A/Iowa/36/2019,Pass
4,HA,MN552676,No,1752,H1N1,12-8-2019,IRD:Human,USA,California,-N/A-,A/California/164/2019,Pass
4,HA,MN552683,No,1753,H1N1,08/13/2019,IRD:Human,USA,Wisconsin,-N/A-,A/Wisconsin/559/2019,Pass
4,HA,MN638302,Yes,1752,H1N1,08/15/2019,IRD:Human,USA,Texas,-N/A-,A/Texas/388/2019,Pass
4,HA,MN947953,Yes,1752,H1N1,08/15/2019,IRD:Human,USA,Texas,-N/A-,A/Texas/388/2019,Pass
4,HA,MN552947,Yes,1754,H1N1,08/18/2019,IRD:Human,USA,Pennsylvania,-N/A-,A/Pennsylvania/1015/2019,Pass
4,HA,MN638310,Yes,1752,H1N1,08/18/2019,IRD:Human,USA,Texas,-N/A-,A/Texas/389/2019,Pass
4,HA,MN947961,Yes,1752,H1N1,08/18/2019,IRD:Human,USA,Texas,-N/A-,A/Texas/389/2019,Pass
4,HA,MN947889,Yes,1752,H1N1,08/26/2019,IRD:Human,USA,Florida,-N/A-,A/Florida/96/2019,Pass
4,HA,MN947921,Yes,1752,H1N1,08/27/2019,IRD:Human,USA,Louisiana,-N/A-,A/Louisiana/40/2019,Pass
4,HA,MN638294,Yes,1752,H1N1,08/27/2019,IRD:Human,USA,Louisiana,-N/A-,A/Louisiana/40/2019,Pass
4,HA,MN947838,No,1752,H1N1,08/28/2019,IRD:Human,USA,Alaska,-N/A-,A/Alaska/41/2019,Pass
4,HA,MN947865,Yes,1752,H1N1,3-9-2019,IRD:Human,USA,District of Columbia,-N/A-,A/District Of Columbia/40/2019,Pass
4,HA,MN638259,Yes,1752,H1N1,3-9-2019,IRD:Human,USA,District of Columbia,-N/A-,A/District Of Columbia/40/2019,Pass
4,HA,MN948326,Yes,1752,H1N1,3-9-2019,IRD:Human,USA,Texas,-N/A-,A/Texas/390/2019,Pass
4,HA,MN947881,Yes,1752,H1N1,4-9-2019,IRD:Human,USA,Florida,-N/A-,A/Florida/95/2019,Pass
4,HA,MN638270,Yes,1752,H1N1,4-9-2019,IRD:Human,USA,Florida,-N/A-,A/Florida/95/2019,Pass
4,HA,MN947914,Yes,1752,H1N1,4-9-2019,IRD:Human,USA,Iowa,-N/A-,A/Iowa/42/2019,Pass
4,HA,MN638278,Yes,1752,H1N1,4-9-2019,IRD:Human,USA,Iowa,-N/A-,A/Iowa/41/2019,Pass
4,HA,MN947905,Yes,1752,H1N1,4-9-2019,IRD:Human,USA,Iowa,-N/A-,A/Iowa/41/2019,Pass
4,HA,MN638286,Yes,1752,H1N1,4-9-2019,IRD:Human,USA,Iowa,-N/A-,A/Iowa/42/2019,Pass
4,HA,MN947945,Yes,1752,H1N1,8-9-2019,IRD:Human,USA,Michigan,-N/A-,A/Michigan/441/2019,Pass
4,HA,MN947897,Yes,1752,H1N1,10-9-2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/63/2019,Pass
4,HA,MN948062,Yes,1752,H1N1,09/15/2019,IRD:Human,USA,Arizona,-N/A-,A/Arizona/38/2019,Pass
4,HA,MN947977,Yes,1752,H1N1,09/15/2019,IRD:Human,USA,Wisconsin,-N/A-,A/Wisconsin/565/2019,Pass
4,HA,MN947925,Yes,1752,H1N1,09/15/2019,IRD:Human,USA,Massachusetts,-N/A-,A/Massachusetts/36/2019,Pass
4,HA,MN947937,Yes,1752,H1N1,09/15/2019,IRD:Human,USA,Massachusetts,-N/A-,A/Massachusetts/37/2019,Pass
4,HA,MN976422,Yes,1752,H1N1,09/19/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/66/2019,Pass
4,HA,MT241794,Yes,1752,H1N1,09/19/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/66/2019,Pass
4,HA,MN948210,Yes,1752,H1N1,09/19/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/66/2019,Pass
4,HA,MN819673,Yes,1752,H1N1,09/19/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/66/2019,Pass
4,HA,MT055993,Yes,1752,H1N1,09/19/2019,IRD:Human,USA,Hawaii,-N/A-,A/Hawaii/66/2019,Pass
4,HA,MN819601,Yes,1752,H1N1,09/21/2019,IRD:Human,USA,Arizona,-N/A-,A/Arizona/42/2019,Pass
4,HA,MN976659,Yes,1752,H1N1,09/23/2019,IRD:Human,USA,Minnesota,-N/A-,A/Minnesota/51/2019,Pass
4,HA,MN976620,Yes,1752,H1N1,09/25/2019,IRD:Human,USA,Louisiana,-N/A-,A/Louisiana/42/2019,Pass
4,HA,MN656014,No,1701,H1N1,09/25/2019,IRD:Human,USA,Unknown,-N/A-,A/Distric of Columbia/9850/2019,Pass
4,HA,MN976549,Yes,1752,H1N1,09/29/2019,IRD:Human,USA,Iowa,-N/A-,A/Iowa/46/2019,Pass
4,HA,MT167561,Yes,1753,H1N1,1-10-2019,IRD:Human,USA,Georgia,19-20,A/Georgia/35/2019,Pass
4,HA,MN819641,Yes,1752,H1N1,1-10-2019,IRD:Human,USA,California,19-20,A/California/180/2019,Pass
4,HA,MN976424,Yes,1752,H1N1,5-10-2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/70/2019,Pass
4,HA,MN819617,Yes,1752,H1N1,5-10-2019,IRD:Human,USA,California,19-20,A/California/172/2019,Pass
4,HA,MN819680,Yes,1752,H1N1,5-10-2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/70/2019,Pass
4,HA,MT105540,Yes,1752,H1N1,5-10-2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/70/2019,Pass
4,HA,MN976432,Yes,1752,H1N1,5-10-2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/70/2019,Pass
4,HA,MT056003,Yes,1752,H1N1,5-10-2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/70/2019,Pass
4,HA,MT241802,Yes,1752,H1N1,5-10-2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/70/2019,Pass
4,HA,MN819625,Yes,1752,H1N1,7-10-2019,IRD:Human,USA,California,19-20,A/California/175/2019,Pass
4,HA,MT105548,Yes,1752,H1N1,8-10-2019,IRD:Human,USA,Iowa,19-20,A/Iowa/49/2019,Pass
4,HA,MN948236,Yes,1752,H1N1,8-10-2019,IRD:Human,USA,Iowa,19-20,A/Iowa/49/2019,Pass
4,HA,MN976558,Yes,1752,H1N1,8-10-2019,IRD:Human,USA,Iowa,19-20,A/Iowa/49/2019,Pass
4,HA,MT167569,Yes,1752,H1N1,8-10-2019,IRD:Human,USA,Georgia,19-20,A/Georgia/38/2019,Pass
4,HA,MT056011,Yes,1752,H1N1,8-10-2019,IRD:Human,USA,Iowa,19-20,A/Iowa/49/2019,Pass
4,HA,MN819656,Yes,1753,H1N1,9-10-2019,IRD:Human,USA,Florida,19-20,A/Florida/111/2019,Pass
4,HA,MN819664,Yes,1753,H1N1,9-10-2019,IRD:Human,USA,Florida,19-20,A/Florida/112/2019,Pass
4,HA,MT167577,Yes,1752,H1N1,10-10-2019,IRD:Human,USA,Georgia,19-20,A/Georgia/39/2019,Pass
4,HA,MN819713,Yes,1752,H1N1,10-10-2019,IRD:Human,USA,Louisiana,19-20,A/Louisiana/44/2019,Pass
4,HA,MN976627,Yes,1752,H1N1,10-10-2019,IRD:Human,USA,Louisiana,19-20,A/Louisiana/44/2019,Pass
4,HA,MN819721,Yes,1752,H1N1,10-10-2019,IRD:Human,USA,Louisiana,19-20,A/Louisiana/45/2019,Pass
4,HA,MN819691,Yes,1752,H1N1,10-10-2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/71/2019,Pass
4,HA,MT056019,Yes,1752,H1N1,12-10-2019,IRD:Human,USA,Utah,19-20,A/Utah/46/2019,Pass
4,HA,MN977003,Yes,1752,H1N1,12-10-2019,IRD:Human,USA,Utah,19-20,A/Utah/46/2019,Pass
4,HA,MN976090,Yes,1752,H1N1,12-10-2019,IRD:Human,USA,Pennsylvania,19-20,A/Pennsylvania/1021/2019,Pass
4,HA,MN976997,Yes,1752,H1N1,12-10-2019,IRD:Human,USA,Utah,19-20,A/Utah/46/2019,Pass
4,HA,MN819764,Yes,1752,H1N1,12-10-2019,IRD:Human,USA,Pennsylvania,19-20,A/Pennsylvania/1021/2019,Pass
4,HA,MN948358,Yes,1752,H1N1,12-10-2019,IRD:Human,USA,Utah,19-20,A/Utah/47/2019,Pass
4,HA,MN819753,Yes,1752,H1N1,10/13/2019,IRD:Human,USA,New Hampshire,19-20,A/New Hampshire/31/2019,Pass
4,HA,MN976093,Yes,1752,H1N1,10/13/2019,IRD:Human,USA,District of Columbia,19-20,A/District Of Columbia/42/2019,Pass
4,HA,MN819651,Yes,1752,H1N1,10/13/2019,IRD:Human,USA,District of Columbia,19-20,A/District Of Columbia/42/2019,Pass
4,HA,MN819585,Yes,1752,H1N1,10/14/2019,IRD:Human,USA,Alaska,19-20,A/Alaska/50/2019,Pass
4,HA,MN819767,Yes,1752,H1N1,10/14/2019,IRD:Human,USA,Texas,19-20,A/Texas/393/2019,Pass
4,HA,MN819592,Yes,1752,H1N1,10/14/2019,IRD:Human,USA,Alaska,19-20,A/Alaska/51/2019,Pass
4,HA,MN819697,Yes,1752,H1N1,10/15/2019,IRD:Human,USA,Iowa,19-20,A/Iowa/51/2019,Pass
4,HA,MN881354,Yes,1754,H1N1,10/15/2019,IRD:Human,USA,Mississippi,19-20,A/Mississippi/30/2019,Pass
4,HA,MN819728,Yes,1753,H1N1,10/15/2019,IRD:Human,USA,Montana,19-20,A/Montana/51/2019,Pass
4,HA,MN948371,Yes,1752,H1N1,10/16/2019,IRD:Human,USA,West Virginia,19-20,A/West Virginia/39/2019,Pass
4,HA,MN948379,Yes,1752,H1N1,10/16/2019,IRD:Human,USA,West Virginia,19-20,A/West Virginia/40/2019,Pass
4,HA,MT035687,Yes,1752,H1N1,10/16/2019,IRD:Human,USA,West Virginia,19-20,A/West Virginia/40/2019,Pass
4,HA,MN819633,Yes,1753,H1N1,10/17/2019,IRD:Human,USA,California,19-20,A/California/179/2019,Pass
4,HA,MN819745,Yes,1752,H1N1,10/18/2019,IRD:Human,USA,Nevada,19-20,A/Nevada/31/2019,Pass
4,HA,MN881266,Yes,1753,H1N1,10/20/2019,IRD:Human,USA,California,19-20,A/California/184/2019,Pass
4,HA,MN976402,Yes,1753,H1N1,10/20/2019,IRD:Human,USA,Florida,19-20,A/Florida/118/2019,Pass
4,HA,MN976213,Yes,1753,H1N1,10/20/2019,IRD:Human,USA,California,19-20,A/California/184/2019,Pass
4,HA,MN947987,No,1753,H1N1,10/20/2019,IRD:Human,USA,Florida,19-20,A/Florida/117/2019,Pass
4,HA,MN948013,Yes,1753,H1N1,10/20/2019,IRD:Human,USA,Florida,19-20,A/Florida/118/2019,Pass
4,HA,MN819802,Yes,1752,H1N1,10/21/2019,IRD:Human,USA,Washington,19-20,A/Washington/656/2019,Pass
4,HA,MN819737,Yes,1752,H1N1,10/21/2019,IRD:Human,USA,Nebraska,19-20,A/Nebraska/14/2019,Pass
4,HA,MN819793,Yes,1752,H1N1,10/21/2019,IRD:Human,USA,Washington,19-20,A/Washington/655/2019,Pass
4,HA,MT105564,Yes,1752,H1N1,10/21/2019,IRD:Human,USA,Nebraska,19-20,A/Nebraska/14/2019,Pass
4,HA,MN976445,Yes,1752,H1N1,10/22/2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/73/2019,Pass
4,HA,MN881298,Yes,1752,H1N1,10/22/2019,IRD:Human,USA,Hawaii,19-20,A/Hawaii/73/2019,Pass
4,HA,MN881258,Yes,1752,H1N1,10/23/2019,IRD:Human,USA,Arizona,19-20,A/Arizona/46/2019,Pass
4,HA,MN881378,Yes,1752,H1N1,10/23/2019,IRD:Human,USA,Nevada,19-20,A/Nevada/32/2019,Pass
4,HA,MN976369,Yes,1752,H1N1,10/23/2019,IRD:Human,USA,District of Columbia,19-20,A/District Of Columbia/43/2019,Pass
4,HA,MN881410,Yes,1752,H1N1,10/23/2019,IRD:Human,USA,Wisconsin,19-20,A/Wisconsin/573/2019,Pass
4,HA,MN948023,Yes,1752,H1N1,10/23/2019,IRD:Human,USA,District of Columbia,19-20,A/District Of Columbia/43/2019,Pass
4,HA,MN819705,Yes,1752,H1N1,10/23/2019,IRD:Human,USA,Iowa,19-20,A/Iowa/55/2019,Pass
4,HA,MN976157,Yes,1752,H1N1,10/23/2019,IRD:Human,USA,Arizona,19-20,A/Arizona/46/2019,Pass
4,HA,MN819609,Yes,1752,H1N1,10/23/2019,IRD:Human,USA,Arkansas,19-20,A/Arkansas/27/2019,Pass
4,HA,MN881402,Yes,1752,H1N1,10/24/2019,IRD:Human,USA,Washington,19-20,A/Washington/661/2019,Pass
4,HA,MN977066,Yes,1752,H1N1,10/24/2019,IRD:Human,USA,Washington,19-20,A/Washington/661/2019,Pass
4,HA,MN881394,Yes,1752,H1N1,10/24/2019,IRD:Human,USA,Washington,19-20,A/Washington/660/2019,Pass
4,HA,MN976081,Yes,1752,H1N1,10/24/2019,IRD:Human,USA,New Jersey,19-20,A/New Jersey/37/2019,Pass
4,HA,MN948007,Yes,1752,H1N1,10/24/2019,IRD:Human,USA,New Jersey,19-20,A/New Jersey/37/2019,Pass
4,HA,MN881338,Yes,1752,H1N1,10/25/2019,IRD:Human,USA,Michigan,19-20,A/Michigan/453/2019,Pass
4,HA,MN881346,Yes,1752,H1N1,10/25/2019,IRD:Human,USA,Minnesota,19-20,A/Minnesota/55/2019,Pass
4,HA,MN819775,Yes,1752,H1N1,10/25/2019,IRD:Human,USA,Utah,19-20,A/Utah/49/2019,Pass
4,HA,MN976668,Yes,1752,H1N1,10/25/2019,IRD:Human,USA,Minnesota,19-20,A/Minnesota/55/2019,Pass
4,HA,MN976377,Yes,1752,H1N1,10/25/2019,IRD:Human,USA,District of Columbia,19-20,A/District Of Columbia/44/2019,Pass
4,HA,MN948030,Yes,1752,H1N1,10/25/2019,IRD:Human,USA,District of Columbia,19-20,A/District Of Columbia/44/2019,Pass
4,HA,MN819787,Yes,1752,H1N1,10/26/2019,IRD:Human,USA,Utah,19-20,A/Utah/50/2019,Pass
4,HA,MN881282,Yes,1752,H1N1,10/27/2019,IRD:Human,USA,California,19-20,A/California/187/2019,Pass
4,HA,MN976386,Yes,1752,H1N1,10/28/2019,IRD:Human,USA,District of Columbia,19-20,A/District Of Columbia/46/2019,Pass
4,HA,MN948331,Yes,1752,H1N1,10/28/2019,IRD:Human,USA,Texas,19-20,A/Texas/395/2019,Pass
4,HA,MN881362,Yes,1752,H1N1,10/28/2019,IRD:Human,USA,Nebraska,19-20,A/Nebraska/16/2019,Pass
4,HA,MN948187,Yes,1752,H1N1,10/28/2019,IRD:Human,USA,Florida,19-20,A/Florida/120/2019,Pass
4,HA,MT058163,Yes,1752,H1N1,10/28/2019,IRD:Human,USA,District of Columbia,19-20,A/District Of Columbia/46/2019,Pass
4,HA,MN948037,Yes,1752,H1N1,10/29/2019,IRD:Human,USA,Virginia,19-20,A/Virginia/38/2019,Pass
4,HA,MN976074,Yes,1752,H1N1,10/29/2019,IRD:Human,USA,New Hampshire,19-20,A/New Hampshire/32/2019,Pass
4,HA,MN947996,Yes,1752,H1N1,10/29/2019,IRD:Human,USA,New Hampshire,19-20,A/New Hampshire/32/2019,Pass
4,HA,MN977040,Yes,1752,H1N1,10/29/2019,IRD:Human,USA,Virginia,19-20,A/Virginia/38/2019,Pass
4,HA,MN881314,Yes,1752,H1N1,10/29/2019,IRD:Human,USA,Illinois,19-20,A/Illinois/34/2019,Pass
4,HA,MN881322,Yes,1752,H1N1,10/30/2019,IRD:Human,USA,Iowa,19-20,A/Iowa/56/2019,Pass
4,HA,MN881306,Yes,1752,H1N1,10/30/2019,IRD:Human,USA,Idaho,19-20,A/Idaho/34/2019,Pass
4,HA,MT105556,Yes,1752,H1N1,10/30/2019,IRD:Human,USA,Iowa,19-20,A/Iowa/56/2019,Pass
4,HA,MN881274,Yes,1752,H1N1,10/30/2019,IRD:Human,USA,California,19-20,A/California/185/2019,Pass
4,HA,MN948307,Yes,1753,H1N1,10/30/2019,IRD:Human,USA,Ohio,19-20,A/Ohio/31/2019,Pass
4,HA,MN948131,Yes,1752,H1N1,10/31/2019,IRD:Human,USA,California,19-20,A/California/199/2019,Pass
4,HA,MN976744,Yes,1752,H1N1,1-11-2019,IRD:Human,USA,Nebraska,19-20,A/Nebraska/18/2019,Pass
4,HA,MN976735,Yes,1752,H1N1,1-11-2019,IRD:Human,USA,Nebraska,19-20,A/Nebraska/18/2019,Pass
4,HA,MN976222,Yes,1752,H1N1,1-11-2019,IRD:Human,USA,California,19-20,A/California/189/2019,Pass
4,HA,MN976564,Yes,1752,H1N1,1-11-2019,IRD:Human,USA,Iowa,19-20,A/Iowa/57/2019,Pass
4,HA,MN881330,Yes,1752,H1N1,1-11-2019,IRD:Human,USA,Iowa,19-20,A/Iowa/57/2019,Pass
4,HA,MN948315,Yes,1752,H1N1,1-11-2019,IRD:Human,USA,Oklahoma,19-20,A/Oklahoma/24/2019,Pass
